dataset,label,value,category
info_pe,ChartInterpretation,"A low reading indicates equities are cheap on a forward-earnings basis relative to history, implying more attractive forward return potential. A high reading indicates equities are expensive relative to expected forward earnings, implying elevated valuation risk and lower expected forward returns.",valuation
info_pe,ChartLabel,Earnings Valuation,valuation
info_pe,ChartMetric,S&P 500 Forward P/E Ratio,valuation
info_pe,ChartSource,S&P Global (https://www.spglobal.com/spdji/en/indices/equity/sp-500/#overview),valuation
info_pe,CurrentScore,18,valuation
info_pe,CurrentValue,20.6,valuation
info_pe,OneYearTrend,Weakening,valuation
info_ps,AsOfDate,6/30/2026,valuation
info_ps,ChartDateRange,2021-08-31 to 2026-06-30,valuation
info_ps,ChartDescription,The Revenue Valuation chart displays the S&P 500's trailing-twelve-month Price-to-Sales (P/S) ratio.,valuation
info_ps,ChartInterpretation,"A low reading indicates equities are cheap on a revenue basis relative to history, implying more attractive valuation. A high reading indicates equities are expensive relative to top-line revenue, implying elevated valuation risk.",valuation
info_ps,ChartLabel,Revenue Valuation,valuation
info_ps,ChartMetric,S&P 500 Price to Sales (TTM),valuation
info_ps,ChartSource,S&P Global (https://www.spglobal.com/spdji/en/indices/equity/sp-500/#overview),valuation
info_ps,CurrentScore,1,valuation
info_ps,CurrentValue,3.7,valuation
info_ps,OneYearTrend,Weakening,valuation
